Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Soil_Type,Variety,Crop
3,77,25,24.85,22.89,5.61,62.21,Loam,Standard_V1,kidneybeans
23,62,19,16.52,20.46,5.61,98.78,Loam,Standard_V1,kidneybeans
22,71,17,18.15,19.39,5.51,107.69,Red,Standard_V1,kidneybeans
31,79,25,23.19,22.31,5.9,63.38,Loam,Standard_V1,kidneybeans
34,59,18,23.38,21.99,5.74,87.67,Red,Standard_V1,kidneybeans
12,63,17,18.36,19.38,5.72,138.41,Silt-Loam,Standard_V1,kidneybeans
27,56,20,19.26,20.51,5.54,94.95,Loam,Standard_V1,kidneybeans
7,63,24,22.95,24.04,5.86,107.73,Silt-Loam,Standard_V1,kidneybeans
24,67,22,20.12,22.9,5.62,104.63,Red,Standard_V1,kidneybeans
11,71,24,21.14,22.72,5.61,141.61,Silt-Loam,Standard_V1,kidneybeans
37,74,15,24.92,18.23,5.58,62.71,Silt-Loam,Standard_V1,kidneybeans
25,76,24,15.33,24.92,5.57,135.33,Red,Standard_V1,kidneybeans
34,66,17,18.81,21.28,5.89,125.08,Silt-Loam,Standard_V1,kidneybeans
20,69,15,23.44,22.77,5.93,107.41,Silt-Loam,Standard_V1,kidneybeans
37,65,16,22.84,18.97,5.68,63.59,Red,Standard_V1,kidneybeans
18,74,15,24.9,22.28,5.71,146.47,Silt-Loam,Standard_V1,kidneybeans
4,67,25,23.79,24.36,5.95,119.64,Red,Standard_V1,kidneybeans
37,56,25,22.06,19.6,5.77,126.73,Silt-Loam,Standard_V1,kidneybeans
5,59,15,18.87,20.18,5.97,134.18,Red,Standard_V1,kidneybeans
11,61,21,18.62,23.02,5.53,135.34,Red,Standard_V1,kidneybeans
22,80,20,23.01,18.87,5.67,100.12,Silt-Loam,Standard_V1,kidneybeans
12,61,19,19.33,24.14,5.66,68.51,Silt-Loam,Standard_V1,kidneybeans
5,74,21,16.24,21.36,5.59,66.97,Silt-Loam,Standard_V1,kidneybeans
27,69,22,17.92,24.91,5.93,69.15,Loam,Standard_V1,kidneybeans
31,75,18,15.47,21.44,5.82,88.89,Loam,Standard_V1,kidneybeans
36,68,20,17.06,23.77,5.86,81.83,Loam,Standard_V1,kidneybeans
5,65,16,21.33,18.49,5.87,109.1,Red,Standard_V1,kidneybeans
32,79,15,23.91,20.75,5.71,81.6,Silt-Loam,Standard_V1,kidneybeans
11,78,22,23.9,22.74,5.94,112.66,Red,Standard_V1,kidneybeans
0,55,22,22.99,20.58,5.92,143.86,Loam,Standard_V1,kidneybeans
14,59,15,21.35,22.91,5.78,146.45,Silt-Loam,Standard_V1,kidneybeans
29,68,23,24.16,19.28,5.83,116.73,Red,Standard_V1,kidneybeans
32,68,19,24.63,18.18,5.51,149.74,Silt-Loam,Standard_V1,kidneybeans
17,64,17,21.02,24.94,5.66,124.61,Red,Standard_V1,kidneybeans
13,69,19,17.31,20.02,5.86,115.2,Silt-Loam,Standard_V1,kidneybeans
14,67,22,23.83,24.75,5.62,84.64,Loam,Standard_V1,kidneybeans
9,69,20,19.31,23.96,5.59,129.34,Loam,Standard_V1,kidneybeans
20,73,22,16.04,22.33,5.98,130.39,Silt-Loam,Standard_V1,kidneybeans
40,78,20,19.19,20.83,5.67,80.15,Red,Standard_V1,kidneybeans
27,72,23,19.93,21.8,5.96,64.03,Loam,Standard_V1,kidneybeans
14,67,15,19.56,24.67,5.69,139.29,Loam,Standard_V1,kidneybeans
7,56,18,18.31,24.33,5.7,76.14,Loam,Standard_V1,kidneybeans
27,65,18,20.11,23.22,5.6,73.36,Silt-Loam,Standard_V1,kidneybeans
30,63,16,23.61,21.91,5.53,100.6,Silt-Loam,Standard_V1,kidneybeans
37,70,25,19.73,24.89,5.82,84.06,Red,Standard_V1,kidneybeans
27,63,19,20.93,21.19,5.56,133.19,Red,Standard_V1,kidneybeans
22,60,24,18.78,20.25,5.63,104.26,Red,Standard_V1,kidneybeans
3,72,24,36.51,57.93,6.03,122.65,Sandy-Loam,Standard_V1,pigeonpeas
40,59,23,36.89,62.73,5.27,163.73,Sandy-Loam,Standard_V1,pigeonpeas
33,73,23,29.24,59.39,5.99,103.33,Red-Loam,Standard_V1,pigeonpeas
27,57,24,27.34,43.36,6.09,142.33,Red-Loam,Standard_V1,pigeonpeas
10,79,18,21.06,55.47,5.62,184.62,Sandy-Loam,Standard_V1,pigeonpeas
30,75,25,30.33,42.35,6.45,149.3,Red-Loam,Standard_V1,pigeonpeas
40,70,20,31.8,45.03,5.62,147.04,Loam,Standard_V1,pigeonpeas
38,55,19,33.18,38.23,5.86,198.83,Sandy-Loam,Standard_V1,pigeonpeas
35,58,20,29.39,63.48,5.76,90.05,Red-Loam,Standard_V1,pigeonpeas
38,61,21,30.27,67.39,4.7,127.78,Sandy-Loam,Standard_V1,pigeonpeas
33,58,24,35.46,68.76,5.27,108.63,Loam,Standard_V1,pigeonpeas
16,56,17,33.8,40.03,7.45,176.62,Sandy-Loam,Standard_V1,pigeonpeas
31,72,17,28.69,49.47,5.83,96.36,Sandy-Loam,Standard_V1,pigeonpeas
16,80,20,31.24,56.67,7.34,122.01,Sandy-Loam,Standard_V1,pigeonpeas
27,72,17,28.98,57.23,6.35,120.74,Sandy-Loam,Standard_V1,pigeonpeas
40,62,19,27.32,34.14,4.7,96.52,Loam,Standard_V1,pigeonpeas
18,58,16,21.48,38.8,4.96,180.38,Sandy-Loam,Standard_V1,pigeonpeas
3,68,16,18.32,34.7,4.96,107.47,Sandy-Loam,Standard_V1,pigeonpeas
26,67,24,36.98,37.74,5.64,161.48,Red-Loam,Standard_V1,pigeonpeas
16,70,20,24.8,40.12,5.61,121.56,Sandy-Loam,Standard_V1,pigeonpeas
24,63,19,19.35,55.97,4.68,194.59,Red-Loam,Standard_V1,pigeonpeas
9,76,25,28.88,50.12,5.71,179.22,Loam,Standard_V1,pigeonpeas
16,55,19,19.54,47.19,6.41,192.44,Loam,Standard_V1,pigeonpeas
28,75,21,24.77,50.55,6.01,114.28,Loam,Standard_V1,pigeonpeas
16,71,24,18.33,38.41,4.95,139.65,Loam,Standard_V1,pigeonpeas
24,70,21,19.15,45.37,5.52,132.77,Red-Loam,Standard_V1,pigeonpeas
38,72,21,28.23,49.44,5.9,186.5,Sandy-Loam,Standard_V1,pigeonpeas
9,66,21,30.12,34.13,5.72,157.09,Loam,Standard_V1,pigeonpeas
34,56,17,33.41,35.43,4.55,139.67,Sandy-Loam,Standard_V1,pigeonpeas
1,76,19,24.19,46.69,6.67,177.34,Red-Loam,Standard_V1,pigeonpeas
6,69,19,26.89,41.7,4.75,94.47,Red-Loam,Standard_V1,pigeonpeas
26,73,21,31.33,57.97,4.95,161.78,Red-Loam,Standard_V1,pigeonpeas
27,61,18,33.31,67.08,5.27,108.51,Loam,Standard_V1,pigeonpeas
27,71,23,23.45,46.49,7.11,150.87,Sandy-Loam,Standard_V1,pigeonpeas
36,61,21,34.54,39.04,5.62,168.59,Sandy-Loam,Standard_V1,pigeonpeas
17,73,18,19.5,34.51,5.63,197.38,Sandy-Loam,Standard_V1,pigeonpeas
26,72,22,28.77,37.58,4.67,91.72,Red-Loam,Standard_V1,pigeonpeas
17,64,16,30.98,32.25,7.16,180.72,Loam,Standard_V1,pigeonpeas
14,74,19,18.4,36.83,6.62,93.12,Red-Loam,Standard_V1,pigeonpeas
39,60,15,35.09,30.99,5.0,116.91,Red-Loam,Standard_V1,pigeonpeas
6,66,15,34.93,30.4,6.35,159.26,Sandy-Loam,Standard_V1,pigeonpeas
8,59,18,29.51,35.72,6.22,187.9,Red-Loam,Standard_V1,pigeonpeas
2,67,18,34.52,47.53,5.92,129.01,Sandy-Loam,Standard_V1,pigeonpeas
1,76,17,28.43,52.1,6.01,147.04,Loam,Standard_V1,pigeonpeas
16,73,19,18.42,34.81,4.68,163.27,Sandy-Loam,Standard_V1,pigeonpeas
23,75,25,31.08,47.2,7.08,91.31,Loam,Standard_V1,pigeonpeas
32,70,20,20.89,46.25,6.21,195.57,Sandy-Loam,Standard_V1,pigeonpeas
28,59,22,30.91,52.8,7.05,170.99,Red-Loam,Standard_V1,pigeonpeas
5,62,23,27.93,66.45,4.72,145.37,Red-Loam,Standard_V1,pigeonpeas
36,67,25,35.95,36.53,6.42,136.05,Loam,Standard_V1,pigeonpeas
1,66,23,19.54,56.93,4.8,173.17,Loam,Standard_V1,pigeonpeas
24,73,20,19.64,32.32,4.61,176.41,Loam,Standard_V1,pigeonpeas
17,67,18,31.22,56.47,5.61,129.2,Sandy-Loam,Standard_V1,pigeonpeas
5,55,18,33.51,45.71,7.32,126.67,Sandy-Loam,Standard_V1,pigeonpeas
5,56,24,24.81,45.01,5.02,188.49,Loam,Standard_V1,pigeonpeas
37,77,17,36.21,31.95,5.62,191.07,Red-Loam,Standard_V1,pigeonpeas
13,73,20,30.5,35.49,5.39,162.59,Sandy-Loam,Standard_V1,pigeonpeas
6,63,23,26.02,49.95,5.91,160.33,Sandy-Loam,Standard_V1,pigeonpeas
16,77,22,31.48,35.64,6.57,100.55,Sandy-Loam,Standard_V1,pigeonpeas
25,64,20,33.15,32.46,4.81,105.04,Loam,Standard_V1,pigeonpeas
34,75,24,23.5,51.29,4.76,192.3,Loam,Standard_V1,pigeonpeas
20,77,23,34.87,38.84,5.18,148.25,Loam,Standard_V1,pigeonpeas
35,80,25,28.09,44.93,4.9,197.11,Loam,Standard_V1,pigeonpeas
14,75,24,24.55,57.34,6.44,118.36,Loam,Standard_V1,pigeonpeas
36,80,21,33.65,48.41,7.07,100.47,Red-Loam,Standard_V1,pigeonpeas
7,77,18,20.56,60.55,6.66,191.09,Red-Loam,Standard_V1,pigeonpeas
29,78,25,19.96,59.33,5.98,195.79,Loam,Standard_V1,pigeonpeas
30,60,21,28.88,62.49,5.46,182.27,Sandy-Loam,Standard_V1,pigeonpeas
20,74,16,36.04,43.61,4.76,159.89,Loam,Standard_V1,pigeonpeas
19,57,23,23.67,47.29,7.34,141.13,Red-Loam,Standard_V1,pigeonpeas
3,60,19,25.75,40.72,4.82,100.78,Red-Loam,Standard_V1,pigeonpeas
5,77,19,31.09,66.69,6.24,175.93,Sandy-Loam,Standard_V1,pigeonpeas
5,68,20,18.73,61.33,5.0,139.87,Red-Loam,Standard_V1,pigeonpeas
37,73,21,29.5,63.47,5.56,189.52,Loam,Standard_V1,pigeonpeas
9,59,24,20.44,39.37,4.75,137.23,Sandy-Loam,Standard_V1,pigeonpeas
20,72,15,36.0,56.01,7.31,134.86,Loam,Standard_V1,pigeonpeas
31,56,23,31.47,35.39,5.66,174.57,Loam,Standard_V1,pigeonpeas
0,70,21,36.3,56.03,4.67,101.61,Sandy-Loam,Standard_V1,pigeonpeas
21,74,15,29.49,67.11,6.47,153.25,Loam,Standard_V1,pigeonpeas
13,67,18,30.58,34.76,5.38,177.58,Red-Loam,Standard_V1,pigeonpeas
27,74,20,24.69,59.97,5.86,91.96,Loam,Standard_V1,pigeonpeas
29,72,24,23.17,36.68,6.96,162.59,Sandy-Loam,Standard_V1,pigeonpeas
5,68,20,19.04,33.11,6.12,155.37,Sandy-Loam,Standard_V1,pigeonpeas
39,57,19,29.32,45.93,6.42,165.41,Sandy-Loam,Standard_V1,pigeonpeas
22,62,16,34.65,54.32,4.83,180.9,Loam,Standard_V1,pigeonpeas
18,55,23,22.0,56.31,6.99,136.83,Sandy-Loam,Standard_V1,pigeonpeas
39,77,21,23.0,60.24,4.6,159.69,Sandy-Loam,Standard_V1,pigeonpeas
13,75,20,30.56,35.29,6.98,178.9,Loam,Standard_V1,pigeonpeas
27,71,24,31.46,48.18,7.06,165.41,Red-Loam,Standard_V1,pigeonpeas
26,64,22,25.95,40.58,5.17,109.18,Loam,Standard_V1,pigeonpeas
23,55,16,21.01,69.69,5.11,185.2,Sandy-Loam,Standard_V1,pigeonpeas
4,69,19,19.25,47.7,5.37,149.06,Sandy-Loam,Standard_V1,pigeonpeas
20,67,19,19.24,50.54,5.67,180.65,Loam,Standard_V1,pigeonpeas
7,74,17,22.47,62.57,5.67,96.75,Red-Loam,Standard_V1,pigeonpeas
17,64,18,36.75,58.26,6.08,124.6,Sandy-Loam,Standard_V1,pigeonpeas
35,71,17,29.89,66.35,6.93,198.14,Sandy-Loam,Standard_V1,pigeonpeas
11,72,22,29.38,44.82,6.84,172.4,Sandy-Loam,Standard_V1,pigeonpeas
20,60,22,29.65,42.9,6.88,186.92,Loam,Standard_V1,pigeonpeas
10,71,18,19.54,66.35,6.15,173.11,Sandy-Loam,Standard_V1,pigeonpeas
33,61,24,20.05,48.94,4.57,122.46,Red-Loam,Standard_V1,pigeonpeas
3,49,18,27.91,64.71,3.69,32.68,Sandy-Loam,Standard_V1,mothbeans
22,59,23,27.32,51.28,4.37,36.5,Sandy-Loam,Standard_V1,mothbeans
36,58,25,28.66,59.32,8.4,36.93,Arid,Standard_V1,mothbeans
4,43,18,29.03,61.09,8.84,72.98,Sandy-Loam,Standard_V1,mothbeans
29,54,16,27.78,54.65,8.15,32.05,Sandy,Standard_V1,mothbeans
32,43,22,32.0,54.11,5.27,71.63,Sandy,Standard_V1,mothbeans
14,55,15,27.34,55.28,8.05,73.45,Sandy,Standard_V1,mothbeans
5,35,20,28.93,53.57,9.68,66.36,Arid,Standard_V1,mothbeans
25,57,24,27.65,58.6,6.97,36.94,Sandy-Loam,Standard_V1,mothbeans
11,53,24,28.52,55.77,7.39,61.33,Sandy,Standard_V1,mothbeans
40,49,17,31.02,45.89,6.69,53.57,Arid,Standard_V1,mothbeans
38,56,25,25.74,45.38,7.88,67.43,Sandy-Loam,Standard_V1,mothbeans
27,43,23,31.7,56.85,5.88,44.94,Arid,Standard_V1,mothbeans
24,38,22,24.48,58.52,8.2,34.97,Sandy,Standard_V1,mothbeans
23,45,21,31.47,51.8,8.99,74.44,Sandy,Standard_V1,mothbeans
29,57,20,25.61,50.73,5.88,53.39,Sandy,Standard_V1,mothbeans
31,35,23,30.3,47.18,7.71,68.04,Arid,Standard_V1,mothbeans
0,55,25,28.17,43.67,4.52,45.78,Arid,Standard_V1,mothbeans
7,45,22,25.51,44.83,9.93,74.33,Sandy,Standard_V1,mothbeans
17,58,25,31.13,43.59,6.46,32.77,Arid,Standard_V1,mothbeans
11,44,17,26.34,55.59,8.02,35.11,Sandy,Standard_V1,mothbeans
22,49,22,28.23,61.56,3.71,72.67,Sandy,Standard_V1,mothbeans
9,51,19,27.04,49.33,5.49,48.25,Sandy-Loam,Standard_V1,mothbeans
28,48,15,25.16,55.25,9.25,40.9,Arid,Standard_V1,mothbeans
26,50,19,27.32,51.67,6.01,32.56,Sandy,Standard_V1,mothbeans
36,56,20,25.41,49.66,7.44,31.87,Sandy,Standard_V1,mothbeans
8,60,18,31.22,46.02,3.81,53.12,Arid,Standard_V1,mothbeans
24,37,21,30.57,58.23,5.82,62.75,Sandy-Loam,Standard_V1,mothbeans
22,43,24,25.43,53.22,4.52,46.19,Sandy-Loam,Standard_V1,mothbeans
36,43,24,27.09,43.65,3.51,41.54,Sandy,Standard_V1,mothbeans
22,44,24,24.31,56.33,6.03,59.0,Arid,Standard_V1,mothbeans
17,43,22,30.06,45.9,5.5,41.06,Sandy-Loam,Standard_V1,mothbeans
8,45,15,28.1,60.98,4.61,33.84,Arid,Standard_V1,mothbeans
7,56,23,26.34,40.01,5.55,55.5,Arid,Standard_V1,mothbeans
36,57,16,28.61,57.14,8.29,57.03,Sandy,Standard_V1,mothbeans
11,45,19,28.7,44.36,3.83,44.12,Sandy-Loam,Standard_V1,mothbeans
6,36,22,24.22,59.79,8.87,42.25,Sandy,Standard_V1,mothbeans
17,57,20,28.51,45.2,3.79,66.18,Sandy-Loam,Standard_V1,mothbeans
4,47,20,25.98,64.96,4.19,72.19,Sandy-Loam,Standard_V1,mothbeans
9,49,16,30.88,41.37,7.66,55.05,Sandy-Loam,Standard_V1,mothbeans
25,51,24,25.5,61.67,9.39,65.08,Sandy-Loam,Standard_V1,mothbeans
36,44,21,25.13,51.33,4.52,38.49,Sandy-Loam,Standard_V1,mothbeans
21,38,20,27.11,63.57,5.79,62.2,Arid,Standard_V1,mothbeans
37,57,20,31.1,44.82,7.35,70.8,Sandy,Standard_V1,mothbeans
32,48,18,26.46,56.4,5.99,64.16,Arid,Standard_V1,mothbeans
29,44,20,30.04,63.56,8.62,31.83,Sandy-Loam,Standard_V1,mothbeans
25,51,18,27.78,54.82,9.46,50.28,Sandy,Standard_V1,mothbeans
10,44,24,30.99,43.02,8.03,58.28,Sandy-Loam,Standard_V1,mothbeans
23,35,18,26.49,47.37,5.41,36.99,Sandy,Standard_V1,mothbeans
9,60,23,31.97,57.17,6.28,64.26,Arid,Standard_V1,mothbeans
3,58,21,25.36,46.83,9.16,55.61,Sandy,Standard_V1,mothbeans
22,42,22,25.54,56.97,7.89,48.47,Sandy,Standard_V1,mothbeans
12,39,21,28.99,62.86,8.18,70.47,Sandy,Standard_V1,mothbeans
39,36,22,29.34,60.5,9.07,34.03,Sandy,Standard_V1,mothbeans
32,41,16,28.64,61.39,7.7,68.55,Sandy,Standard_V1,mothbeans
30,41,15,24.83,44.17,5.89,52.08,Sandy-Loam,Standard_V1,mothbeans
19,36,22,25.45,58.55,6.16,57.05,Sandy,Standard_V1,mothbeans
4,46,15,31.01,62.4,3.5,63.77,Sandy,Standard_V1,mothbeans
21,39,20,27.06,52.3,7.39,60.75,Arid,Standard_V1,mothbeans
35,57,25,27.1,42.26,8.34,71.13,Sandy,Standard_V1,mothbeans
22,55,24,28.57,57.31,8.66,64.53,Arid,Standard_V1,mothbeans
35,51,17,28.8,49.84,3.56,40.86,Sandy-Loam,Standard_V1,mothbeans
17,56,17,27.94,45.41,5.96,69.66,Sandy,Standard_V1,mothbeans
28,57,17,30.48,61.58,9.42,61.87,Arid,Standard_V1,mothbeans
22,36,16,30.58,50.77,8.18,64.59,Arid,Standard_V1,mothbeans
11,41,19,26.86,41.81,5.13,44.14,Sandy-Loam,Standard_V1,mothbeans
38,38,18,26.31,61.19,6.29,35.73,Sandy,Standard_V1,mothbeans
23,37,24,28.78,44.23,7.99,33.96,Sandy,Standard_V1,mothbeans
25,35,20,28.9,43.35,8.92,71.9,Arid,Standard_V1,mothbeans
40,45,20,29.38,57.7,6.88,38.34,Sandy,Standard_V1,mothbeans
23,58,19,24.17,58.25,5.24,59.19,Arid,Standard_V1,mothbeans
2,56,23,26.65,59.79,7.55,36.92,Sandy,Standard_V1,mothbeans
3,56,17,28.2,53.51,8.71,52.14,Arid,Standard_V1,mothbeans
26,51,25,28.76,52.63,7.79,55.22,Sandy,Standard_V1,mothbeans
39,42,20,29.35,61.25,8.06,40.83,Sandy-Loam,Standard_V1,mothbeans
27,59,20,28.01,52.61,4.4,36.01,Sandy,Standard_V1,mothbeans
24,45,19,26.86,48.82,5.95,34.74,Sandy,Standard_V1,mothbeans
7,40,17,31.21,40.93,8.53,53.79,Sandy-Loam,Standard_V1,mothbeans
15,45,23,24.2,61.43,7.22,46.02,Sandy,Standard_V1,mothbeans
26,52,23,29.99,49.6,4.93,52.93,Sandy-Loam,Standard_V1,mothbeans
20,45,16,29.94,54.62,4.63,45.44,Sandy,Standard_V1,mothbeans
34,54,24,31.21,41.56,5.03,68.8,Arid,Standard_V1,mothbeans
19,51,25,26.8,48.24,3.53,43.88,Arid,Standard_V1,mothbeans
29,41,21,31.49,62.85,8.87,64.57,Sandy,Standard_V1,mothbeans
20,50,22,31.0,46.43,9.41,38.32,Sandy,Standard_V1,mothbeans
11,40,23,29.61,63.05,5.8,50.2,Sandy,Standard_V1,mothbeans
15,54,15,29.98,57.03,8.35,44.86,Arid,Standard_V1,mothbeans
35,55,22,30.89,52.63,8.63,55.52,Sandy,Standard_V1,mothbeans
9,59,25,30.39,60.16,7.7,35.37,Arid,Standard_V1,mothbeans
40,45,18,30.44,55.21,5.26,30.92,Sandy-Loam,Standard_V1,mothbeans
35,38,19,25.33,63.18,9.11,32.71,Arid,Standard_V1,mothbeans
14,58,17,30.54,59.97,4.61,33.49,Arid,Standard_V1,mothbeans
40,55,18,30.38,40.59,7.12,47.95,Sandy-Loam,Standard_V1,mothbeans
18,36,23,24.02,53.77,7.21,35.03,Arid,Standard_V1,mothbeans
35,52,15,28.7,61.15,9.94,65.68,Sandy,Standard_V1,mothbeans
4,59,22,29.34,49.0,8.91,42.44,Sandy,Standard_V1,mothbeans
22,51,16,27.97,61.35,8.64,70.1,Arid,Standard_V1,mothbeans
33,47,17,24.87,48.28,8.62,63.92,Sandy,Standard_V1,mothbeans
2,51,17,25.88,45.96,5.84,38.53,Arid,Standard_V1,mothbeans
16,51,21,31.02,49.98,3.53,32.81,Sandy,Standard_V1,mothbeans
19,55,20,27.43,87.81,7.19,54.73,Loam,Standard_V1,mungbean
8,54,20,28.33,80.77,7.03,38.8,Alluvial,Standard_V1,mungbean
36,55,20,27.01,84.34,6.64,55.3,Loam,Standard_V1,mungbean
10,56,16,28.17,81.05,6.83,36.36,Alluvial,Standard_V1,mungbean
22,56,17,29.88,87.33,6.89,44.75,Loam,Standard_V1,mungbean
9,57,24,29.89,89.72,7.17,42.99,Loam,Standard_V1,mungbean
34,59,23,28.56,83.25,6.94,56.48,Sandy-Loam,Standard_V1,mungbean
31,51,25,27.54,85.57,7.2,53.02,Sandy-Loam,Standard_V1,mungbean
0,49,18,29.68,87.94,6.99,41.82,Alluvial,Standard_V1,mungbean
21,39,20,28.14,82.12,7.06,46.76,Sandy-Loam,Standard_V1,mungbean
28,35,22,29.53,86.73,7.16,59.87,Alluvial,Standard_V1,mungbean
17,52,17,27.88,86.45,6.36,44.64,Sandy-Loam,Standard_V1,mungbean
24,42,23,28.22,82.36,6.43,44.01,Loam,Standard_V1,mungbean
28,46,16,29.01,84.96,6.66,45.91,Alluvial,Standard_V1,mungbean
21,38,21,29.76,86.45,6.64,37.55,Alluvial,Standard_V1,mungbean
34,60,25,29.78,85.17,6.79,40.78,Loam,Standard_V1,mungbean
19,53,22,27.86,80.45,6.85,42.83,Alluvial,Standard_V1,mungbean
31,58,15,27.11,84.97,7.12,51.53,Alluvial,Standard_V1,mungbean
19,35,24,27.11,83.64,6.88,49.12,Sandy-Loam,Standard_V1,mungbean
24,53,17,28.95,89.08,6.42,57.66,Alluvial,Standard_V1,mungbean
13,47,20,29.22,87.94,6.54,43.14,Loam,Standard_V1,mungbean
31,53,16,28.74,85.82,6.45,48.55,Sandy-Loam,Standard_V1,mungbean
28,45,23,29.65,80.3,6.49,56.76,Sandy-Loam,Standard_V1,mungbean
31,37,21,27.24,86.4,6.71,37.31,Loam,Standard_V1,mungbean
33,60,15,28.95,81.67,6.51,56.51,Loam,Standard_V1,mungbean
34,45,21,28.19,82.61,6.29,37.01,Sandy-Loam,Standard_V1,mungbean
13,57,25,28.3,86.21,6.86,50.47,Alluvial,Standard_V1,mungbean
33,57,17,27.9,88.72,6.78,57.8,Sandy-Loam,Standard_V1,mungbean
32,57,22,28.69,87.5,6.77,44.57,Loam,Standard_V1,mungbean
23,59,25,27.83,88.73,6.32,56.69,Sandy-Loam,Standard_V1,mungbean
35,41,18,28.71,81.59,6.71,59.87,Loam,Standard_V1,mungbean
6,48,24,28.64,84.61,6.79,48.48,Sandy-Loam,Standard_V1,mungbean
29,36,25,28.29,88.44,7.13,48.57,Alluvial,Standard_V1,mungbean
4,36,22,27.61,86.13,7.01,43.8,Sandy-Loam,Standard_V1,mungbean
10,59,22,28.61,86.99,7.16,36.95,Sandy-Loam,Standard_V1,mungbean
14,48,21,29.25,84.8,6.99,53.43,Loam,Standard_V1,mungbean
8,50,21,28.63,89.11,6.22,50.5,Loam,Standard_V1,mungbean
20,40,15,29.57,88.08,7.2,45.04,Loam,Standard_V1,mungbean
36,43,22,27.83,87.17,6.39,58.37,Sandy-Loam,Standard_V1,mungbean
14,57,15,29.88,83.15,6.62,40.12,Alluvial,Standard_V1,mungbean
11,60,23,27.34,88.5,7.03,51.1,Loam,Standard_V1,mungbean
10,59,15,29.83,89.3,6.32,58.87,Loam,Standard_V1,mungbean
7,60,25,28.28,82.76,6.4,56.05,Sandy-Loam,Standard_V1,mungbean
2,47,15,29.87,85.99,6.4,58.41,Loam,Standard_V1,mungbean
20,45,22,29.59,89.99,6.9,54.96,Alluvial,Standard_V1,mungbean
2,39,15,28.07,82.91,6.48,49.62,Alluvial,Standard_V1,mungbean
27,40,24,27.84,90.0,7.06,52.85,Loam,Standard_V1,mungbean
35,48,15,27.11,87.45,6.98,55.04,Loam,Standard_V1,mungbean
4,59,25,27.69,81.94,6.23,54.62,Sandy-Loam,Standard_V1,mungbean
1,48,24,29.35,85.6,6.23,59.04,Alluvial,Standard_V1,mungbean
36,43,21,28.36,84.86,7.14,52.93,Alluvial,Standard_V1,mungbean
11,46,24,27.65,89.81,6.46,56.53,Loam,Standard_V1,mungbean
34,47,19,27.31,85.45,6.57,53.15,Sandy-Loam,Standard_V1,mungbean
21,44,18,27.07,86.9,7.13,50.47,Alluvial,Standard_V1,mungbean
17,58,20,28.07,85.92,6.43,39.24,Alluvial,Standard_V1,mungbean
25,40,21,27.73,81.14,6.25,44.18,Sandy-Loam,Standard_V1,mungbean
2,38,18,27.54,89.93,6.62,45.49,Sandy-Loam,Standard_V1,mungbean
9,48,20,29.66,84.28,6.38,56.1,Alluvial,Standard_V1,mungbean
37,49,25,29.91,85.85,6.42,41.39,Alluvial,Standard_V1,mungbean
36,38,15,28.36,87.6,6.32,58.0,Sandy-Loam,Standard_V1,mungbean
40,58,15,29.46,87.61,6.98,43.15,Alluvial,Standard_V1,mungbean
30,44,16,29.73,82.89,6.44,50.92,Loam,Standard_V1,mungbean
1,59,23,27.47,87.18,7.18,43.78,Loam,Standard_V1,mungbean
9,48,22,27.77,87.1,6.4,49.51,Sandy-Loam,Standard_V1,mungbean
14,41,17,29.13,88.48,7.09,36.45,Sandy-Loam,Standard_V1,mungbean
35,52,19,27.11,89.9,6.7,37.46,Sandy-Loam,Standard_V1,mungbean
31,48,17,28.88,86.94,6.59,53.8,Loam,Standard_V1,mungbean
4,41,20,28.15,83.8,6.65,37.45,Alluvial,Standard_V1,mungbean
30,37,25,29.89,80.14,7.12,54.8,Loam,Standard_V1,mungbean
9,35,20,27.42,80.98,6.91,40.53,Alluvial,Standard_V1,mungbean
20,41,20,29.27,89.49,7.07,50.92,Loam,Standard_V1,mungbean
37,50,23,29.65,88.49,6.53,56.02,Alluvial,Standard_V1,mungbean
34,35,21,28.45,82.68,6.68,58.19,Loam,Standard_V1,mungbean
14,37,15,27.96,83.98,6.58,48.94,Sandy-Loam,Standard_V1,mungbean
23,39,22,29.26,81.98,6.86,42.02,Loam,Standard_V1,mungbean
5,45,21,28.36,88.01,6.49,43.05,Alluvial,Standard_V1,mungbean
22,37,20,27.63,86.49,6.61,39.26,Loam,Standard_V1,mungbean
40,51,17,28.66,86.12,6.86,50.02,Loam,Standard_V1,mungbean
27,56,20,29.21,87.11,6.42,51.54,Loam,Standard_V1,mungbean
31,40,22,29.41,86.16,6.37,53.35,Sandy-Loam,Standard_V1,mungbean
38,36,21,28.03,84.88,6.56,36.12,Loam,Standard_V1,mungbean
6,37,17,28.09,80.35,6.76,38.14,Sandy-Loam,Standard_V1,mungbean
6,47,18,29.16,80.28,6.72,40.17,Sandy-Loam,Standard_V1,mungbean
24,44,17,29.86,80.03,6.67,50.66,Loam,Standard_V1,mungbean
25,59,19,29.07,83.69,6.63,43.95,Loam,Standard_V1,mungbean
32,56,21,27.39,88.67,6.7,58.3,Loam,Standard_V1,mungbean
8,45,18,27.93,85.42,7.01,43.25,Alluvial,Standard_V1,mungbean
19,39,17,29.28,81.8,6.89,44.47,Loam,Standard_V1,mungbean
